merchantidentifier,dateclosedforfraud,Flag_for_data_with_fraud_outcomes
31600323,,1
31462437,,1
31463213,,1
31739375,,1
31740907,,1
31741487,,1
31741637,,1
32974761,,1
32976991,,1
32982203,,1
32806921,,1
32810271,,1
32811593,,1
32814081,,1
32819117,,1
32819545,,1
32820635,,1
32820667,,1
32822085,,1
32823657,,1
32824215,,1
32361159,,1
32825289,,1
30001079,,1
28326613,,1
32826919,,1
32363801,,1
32827747,,1
30005319,,1
32828769,,1
30006789,,1
32829697,,1
30007483,,1
28612357,,1
30009067,,1
30012711,,1
28329453,,1
30015287,,1
28329781,,1
30017631,,1
28331331,,1
30799487,,1
28616563,,1
30837731,,1
28619949,,1
30839513,,1
28624437,,1
30842797,,1
28626235,,1
30750247,,1
30752295,,1
30758531,,1
30761205,,1
30844033,,1
30848041,,1
30851227,,1
30854525,,1
30854957,,1
31120621,,1
30867745,,1
30868981,,1
31125377,,1
30789785,,1
31127291,,1
30791019,,1
31128677,,1
29717431,,1
29727233,,1
29727827,,1
29728437,,1
29728683,,1
29731107,,1
29737923,,1
29741093,,1
29139635,,1
29139683,,1
29140043,,1
29144533,,1
29150853,,1
29161513,,1
30665603,,1
31478209,,1
31724059,,1
31128693,,1
31133245,2014-05-12,1
31133311,,1
31812745,,1
31814345,,1
31814841,,1
31820567,,1
31824329,,1
31830285,,1
31832117,,1
31846803,,1
31849877,,1
31850547,,1
31851719,,1
31866753,,1
31724703,,1
31866967,,1
31724871,,1
31480319,,1
31481429,,1
31727345,,1
31727907,,1
31486495,,1
31497299,,1
31497815,,1
31498473,,1
31499431,,1
31504709,,1
31105707,,1
31506607,,1
31728617,,1
31106813,,1
31728649,,1
31718747,,1
31911915,,1
31913053,,1
31720843,,1
31721093,,1
31722395,,1
31914585,,1
31723583,2013-09-18,1
31911353,2013-06-27,1
31914851,,1
31920395,,1
31917575,,1
31921437,,1
31919093,,1
31923547,,1
31919519,,1
31923829,,1
31923085,,1
32830153,,1
32830383,,1
32830617,,1
32836391,,1
32358419,,1
32836491,,1
32836969,,1
33360845,,1
33361787,,1
33362595,2015-12-18,1
30794453,,1
30936383,,1
30797375,,1
30937675,,1
30798627,,1
30838737,,1
30840915,,1
30843095,,1
30845289,,1
30853885,,1
30872595,,1
30875299,2013-07-16,1
30874425,,1
30875779,,1
30881323,,1
30884425,,1
30886223,,1
28341597,,1
28631349,,1
28343311,,1
28632501,,1
28633329,,1
31923615,,1
31923663,,1
31929107,,1
31927425,,1
31724689,,1
31930227,,1
31725235,,1
31725365,,1
31930309,,1
31916019,,1
31932041,,1
31918051,,1
33270373,,1
33271811,,1
33272469,,1
33273707,,1
33274365,,1
33275985,,1
32630569,,1
33279533,,1
32632483,,1
32632747,,1
33281479,,1
32637089,,1
33278441,,1
32639745,,1
32643955,,1
32645503,,1
32647287,,1
28647223,2013-10-09,1
28380271,,1
28648261,,1
28381525,,1
28381989,,1
28652865,,1
28383375,,1
28653311,,1
28653707,,1
28653957,,1
28654365,,1
28388077,,1
28390351,,1
28391773,,1
28655771,,1
28401701,,1
28404755,,1
28410511,,1
28663359,,1
28674181,,1
28674513,,1
28675571,,1
28683919,,1
28437523,,1
28439837,,1
28685373,,1
28686245,,1
28439983,,1
28686541,,1
28443037,,1
28687865,,1
30562231,,1
30563289,,1
30563355,,1
31871701,,1
31871769,,1
31871785,,1
31873849,,1
31874871,,1
31879127,,1
31888747,,1
31890809,,1
31890923,,1
31893367,2013-08-30,1
31897129,,1
31901257,,1
31903087,,1
31903285,,1
31907197,,1
31907443,,1
31913183,,1
31914273,,1
31915397,,1
31917773,,1
31928759,,1
31938777,,1
31134911,,1
31943759,,1
31141083,,1
31945261,2013-05-22,1
31142187,,1
31743451,,1
31952867,,1
31148639,,1
31954565,,1
30889261,,1
30890331,,1
30892525,,1
33364029,,1
33365185,,1
33365351,,1
33004477,,1
33007843,,1
33008635,,1
33294561,,1
33295025,,1
33298719,,1
33301659,,1
33387231,,1
33387695,,1
33391157,,1
33392393,,1
33392591,,1
33014209,,1
33014339,,1
33015251,,1
33015317,,1
33309995,,1
33318473,,1
33319331,,1
33320683,,1
33322713,,1
33322745,,1
33323323,,1
33324263,,1
33325039,,1
33325403,,1
33327863,,1
33328405,,1
33328671,,1
33328753,,1
33374703,,1
33383203,,1
33385235,,1
33386289,,1
30886009,,1
33387527,,1
33388087,,1
30895615,,1
33388681,,1
33390179,,1
30897841,,1
30887661,,1
33394223,,1
30892311,,1
33397197,,1
30666905,,1
33398679,,1
30905897,,1
31956597,,1
31960177,,1
31155373,,1
31960755,,1
31965111,,1
31157833,,1
31967753,,1
31969881,,1
31971181,,1
31159663,,1
31972287,,1
31972301,,1
31161595,,1
31978773,,1
31979715,,1
31979847,,1
31979997,,1
31918181,,1
31920791,,1
31920989,,1
31936481,,1
31938313,,1
31941055,,1
31936911,,1
31930425,,1
31943843,,1
31945343,,1
31932421,,1
31932769,,1
31933859,,1
31934683,,1
32056781,,1
32123643,,1
32034027,,1
30672861,,1
30673407,,1
30673703,,1
30674445,,1
30674825,,1
30677451,,1
31162467,,1
31163013,,1
31164415,,1
31167651,,1
31171509,,1
31178603,,1
31178899,,1
31178983,,1
31179925,,1
31183475,,1
31140983,,1
32034803,,1
32036221,2013-12-10,1
31744389,,1
31745977,,1
31747775,,1
31749177,,1
31750641,,1
31750823,,1
32045333,,1
32047345,,1
32048581,,1
32049857,,1
32051685,,1
32052789,,1
32053383,,1
32053961,,1
32054519,,1
31984085,,1
31984729,,1
31984911,,1
31987273,,1
31988097,,1
31988721,,1
31993097,,1
31993639,,1
29164053,,1
31994035,,1
31997535,,1
29165491,,1
31997551,,1
30569723,,1
31999563,,1
30572989,,1
32002529,,1
33398911,,1
32003123,,1
33401483,,1
32004343,,1
33403661,,1
32006689,,1
33404437,,1
33405509,,1
32008981,,1
33406647,,1
32010829,,1
33407193,,1
32013699,,1
33410505,,1
32014575,,1
33410887,,1
33393517,,1
32017727,,1
33394503,,1
33394555,,1
32032031,,1
33414399,,1
31166245,,1
33398183,,1
32034095,,1
32035037,,1
33400591,,1
33400857,,1
30576289,,1
30583171,,1
30590627,,1
30595545,,1
30595661,,1
30600111,,1
29751257,,1
29752857,,1
29758267,,1
29762211,,1
29767791,,1
29769439,,1
29771119,,1
29787111,,1
30608511,,1
29173045,,1
29176079,,1
29186677,,1
29791945,,1
29794881,,1
29796135,,1
29803197,,1
32035235,,1
32036157,,1
32036273,,1
32036289,,1
32758379,,1
32794649,,1
32761765,,1
32767195,,1
32767539,,1
32773561,,1
32802285,,1
32777095,,1
32778361,2013-09-18,1
32803705,,1
32779735,,1
32807717,,1
32784499,,1
32785541,,1
32811791,,1
32787339,,1
30284271,,1
32812813,,1
30794717,,1
30801759,,1
32815553,,1
30802469,,1
32788543,,1
30805573,,1
30836889,,1
30838519,,1
32789799,,1
30842761,,1
32790193,,1
32820271,,1
30843787,,1
30845553,,1
33619349,,1
30852035,,1
33620091,,1
30862117,,1
33620403,,1
32796035,,1
32796711,,1
32821213,,1
32797421,,1
32825487,,1
30862181,,1
30869179,,1
32826477,,1
30876373,,1
32827815,,1
32828175,,1
30885847,,1
32828207,,1
30887447,2013-11-12,1
32829661,,1
32830747,,1
32830913,,1
32833291,,1
31187549,,1
32350681,,1
31188801,,1
32346393,,1
32836323,,1
32347101,,1
31192629,,1
32353291,,1
32353655,,1
32839445,,1
31192727,,1
32352133,,1
31193077,,1
32839877,,1
32352233,,1
30894755,,1
32353093,,1
31194509,2013-06-24,1
31714109,,1
31715099,,1
31624615,,1
32354229,,1
31626313,,1
31627105,,1
31627471,,1
31630205,,1
31630105,,1
31642367,,1
31635837,,1
31653027,,1
31661791,,1
31642019,,1
31648241,,1
31651395,,1
31664179,,1
31669645,,1
31670617,,1
31654793,,1
31674609,,1
31675683,,1
31678419,,1
31685271,2013-09-18,1
33621877,,1
33623259,,1
34073697,,1
34075297,,1
34079257,,1
34087307,,1
34088263,,1
34089455,,1
34013915,,1
34014109,,1
34014307,,1
33631459,,1
33635601,,1
33636295,,1
33636477,,1
33636757,,1
33636903,,1
33637581,,1
33639909,,1
33641145,,1
33643589,,1
33643787,,1
34014803,,1
34017907,,1
34022775,,1
34024887,,1
34027033,,1
34027131,,1
34030279,,1
31244121,2013-06-20,1
31247061,,1
31247675,,1
30331231,,1
30333607,,1
30342201,,1
30343295,,1
30937721,,1
31227693,,1
31252473,,1
31253925,,1
31256861,,1
31257339,,1
31264583,,1
34032805,,1
34042705,,1
34045597,,1
34046469,,1
34051651,,1
34052141,,1
34052323,,1
34054419,,1
34055115,,1
34055975,,1
34062491,,1
34062937,,1
34064653,,1
34064685,,1
34064883,,1
34068181,,1
34075823,,1
34077095,,1
34077985,,1
33658403,,1
34079767,,1
33661971,,1
34081665,,1
34081997,,1
33664677,,1
33673699,,1
34087027,,1
33677661,,1
34089669,,1
34089867,,1
34090043,,1
34090423,,1
31695335,,1
33680417,,1
34091085,,1
31697415,,1
33680465,,1
33680679,,1
34091861,,1
34092189,,1
34092419,,1
31703007,,1
33683455,,1
31706405,,1
31707843,,1
31708781,,1
31709145,2014-09-29,1
31709693,,1
31713401,,1
31714043,,1
31715235,,1
31715679,,1
31715729,,1
31716403,,1
31717081,,1
34093643,,1
31472019,,1
34096843,,1
31473325,,1
32462337,,1
33684127,,1
34097769,,1
32420309,,1
32420325,,1
33690759,,1
32420821,,1
33692625,,1
32423993,,1
34104087,,1
34104863,,1
32424057,,1
34105607,,1
32424337,,1
34106431,,1
32468575,,1
33696835,,1
32471279,,1
32427589,,1
33697215,,1
32428725,,1
34107191,,1
34108245,,1
34108775,,1
32842379,,1
32844359,,1
32845583,,1
32846241,,1
32360945,,1
32802517,2013-08-16,1
32369939,,1
32848799,,1
32850897,,1
32357069,,1
32358835,,1
32852659,,1
32853981,,1
32854539,,1
32363191,,1
32856967,,1
32364989,,1
33699821,,1
34109187,,1
33701801,,1
33704177,,1
33704985,,1
33706121,,1
34041419,,1
34045727,,1
34046567,,1
34047079,,1
34047775,,1
34049109,,1
34049819,,1
34049953,,1
34050113,,1
33785757,,1
33786447,,1
33787421,,1
33951743,,1
33952931,,1
33953723,,1
33955621,,1
33789849,,1
33789979,,1
33957257,,1
33958029,,1
33958639,,1
33963359,,1
33965375,,1
33966361,,1
33967403,,1
34060509,,1
34061369,,1
34062871,,1
34390361,,1
34026553,,1
34026965,,1
34027511,,1
34030065,,1
34035165,,1
34036469,,1
34037677,,1
34394077,,1
34394935,,1
34396089,,1
34396119,,1
33930375,,1
34396667,,1
34611215,,1
34396765,,1
34612237,,1
34612879,,1
34614249,,1
34041257,,1
34400127,,1
34041471,,1
34616495,,1
34616609,,1
34620091,,1
34624545,,1
34628589,,1
34628953,,1
34631707,,1
34631921,,1
34632481,,1
34632813,,1
34633225,,1
34634313,,1
32474035,,1
32430475,,1
32477485,,1
34634527,,1
32431199,,1
34634777,,1
32432637,,1
34638275,,1
32434997,,1
33933659,,1
32435507,,1
33934237,,1
32482565,,1
32482665,,1
32483211,,1
32437899,,1
32438129,,1
31266563,,1
31267125,,1
31271829,,1
31274581,,1
33936909,,1
34191689,,1
34192147,,1
34194987,,1
34195185,,1
34198651,,1
34199459,,1
34200231,,1
34203681,,1
34205165,,1
34205281,,1
34401945,,1
34404651,,1
31474431,,1
31480867,,1
31482285,,1
31482847,,1
31483295,,1
31486707,,1
31486957,,1
31488803,,1
31490255,,1
31490353,,1
31493225,,1
31494131,,1
31494179,,1
31496061,,1
31497201,,1
31498421,,1
31351987,,1
34405245,2013-05-14,1
34406433,,1
34407557,,1
34409273,,1
34639727,,1
34413893,,1
34640089,,1
34417009,,1
34418063,,1
34640437,,1
34418197,,1
34420407,,1
34642995,,1
34428459,,1
34430191,,1
34431181,,1
34432385,,1
34439533,,1
34443973,,1
34444037,,1
33939401,,1
33940657,,1
33942403,,1
33942835,,1
33948245,,1
33948875,,1
33948973,,1
33949287,,1
33950983,,1
33951083,,1
33951843,,1
33952947,,1
34206931,,1
34042061,,1
34444813,,1
34446907,,1
34449367,,1
34449649,,1
34450319,,1
34452879,,1
34453591,,1
34211021,,1
34211781,,1
34212787,,1
34215497,,1
34217111,,1
34218117,,1
31808043,,1
31808193,,1
31809797,,1
31817399,,1
32752673,,1
33245609,,1
33246381,,1
33248131,,1
33253263,,1
33256941,,1
33258739,,1
33259353,,1
33261679,,1
33261959,,1
33263559,,1
33263939,,1
33265195,,1
32438707,2013-09-04,1
32485421,,1
32485671,,1
32488521,,1
32488887,,1
32444913,,1
32446181,,1
32446447,,1
32446827,,1
32492995,,1
32446843,2013-10-30,1
32498785,,1
32449057,,1
32507137,2013-11-05,1
32452369,,1
32509315,,1
32454615,,1
32455011,,1
32513421,,1
32456065,,1
32457669,,1
32513935,,1
32514593,,1
32514609,,1
32516209,,1
32465095,,1
32550035,,1
32466923,,1
32555663,,1
32555713,,1
32469997,,1
32557215,,1
32472351,,1
32560233,,1
34223829,,1
34223959,,1
34228315,,1
34052241,,1
34053069,,1
34054501,,1
34054637,,1
34056055,,1
34056269,,1
33954069,,1
34638389,,1
33955703,,1
33956131,,1
33959517,,1
33959533,,1
33962021,,1
33962155,,1
33962749,,1
33963921,,1
33964037,,1
33965323,,1
32562739,,1
33968477,,1
33968493,,1
32563781,,1
33969019,,1
32475321,,1
34636441,,1
32564109,,1
31613823,,1
32481065,,1
31614481,,1
32481793,,1
32573101,,1
32488439,,1
34636523,,1
34636575,,1
34636773,,1
34637779,,1
34638503,,1
34641079,,1
34641213,,1
34641411,,1
34641723,,1
34641989,,1
33170517,,1
33171159,,1
33173321,,1
32783479,,1
32357663,,1
32786897,,1
33174775,,1
32787719,,1
33176673,,1
32788939,,1
33179397,,1
33139069,,1
31232423,,1
31225661,,1
31234601,,1
31234637,,1
31228995,2013-05-23,1
33185089,,1
33185155,,1
32802153,2013-04-17,1
33186407,,1
33186703,,1
32802763,,1
33188221,,1
32804629,,1
32571075,,1
32578317,,1
32578433,,1
32583137,,1
32583483,,1
32585233,,1
32587791,,1
32587807,,1
32587823,,1
31231651,,1
31232475,,1
31240791,,1
31241749,,1
31234569,,1
31236101,,1
31242059,,1
31242193,,1
31242887,,1
31240739,,1
31244419,,1
31246533,,1
31243615,,1
31246633,,1
31244173,,1
31246467,,1
31247295,,1
31347565,,1
32768347,,1
32768941,,1
32770639,,1
31348041,,1
32772421,,1
31350185,,1
32774171,,1
31709823,,1
33281117,,1
31709921,,1
32775723,,1
31710165,,1
32777819,,1
31407477,,1
31408993,,1
31538749,,1
32808755,,1
32809531,2013-07-10,1
32810947,,1
33191887,,1
33194259,,1
33194409,,1
32815289,,1
33195565,,1
32333887,,1
33195961,,1
33196571,,1
33198301,2013-12-12,1
32818207,,1
32819149,,1
32819315,,1
33202903,,1
33205331,,1
31512315,,1
31247409,,1
31682379,,1
31690761,,1
31250971,,1
30873319,,1
31249025,,1
30873949,,1
31253051,,1
30882115,,1
31258907,,1
31255593,,1
30884721,,1
31262123,,1
30890743,,1
31262999,,1
30890977,,1
31264337,,1
30897543,,1
31257323,,1
30900149,,1
31257937,,1
31258131,,1
32686407,,1
32686521,,1
33018483,,1
33018565,,1
33019575,,1
33093793,2013-06-10,1
33095377,,1
33020843,,1
33095955,,1
33022161,,1
33097093,,1
33097123,,1
31540349,,1
33026569,,1
33102205,,1
31543403,,1
33102471,,1
32589557,,1
32589937,,1
32590891,,1
32593283,,1
33190761,,1
33196869,,1
33198271,,1
31718665,,1
31545169,,1
30937999,,1
30939405,,1
30940213,,1
30942407,,1
33107139,,1
30942985,,1
30944257,,1
33034769,,1
30947425,,1
30947507,,1
30949869,,1
30950575,,1
30951253,,1
30981449,,1
30985575,,1
30987899,,1
30990769,,1
30992849,,1
30995491,,1
30998309,,1
30999285,,1
31003899,,1
31006193,,1
31007365,,1
31020235,,1
31259039,,1
31260097,,1
31260425,,1
31270141,,1
31272867,,1
31272965,2015-12-18,1
31273527,,1
31278693,,1
30737809,,1
30738681,,1
31266449,,1
31272257,,1
31272319,,1
31274153,,1
31275029,,1
31281001,,1
30739409,,1
31721935,,1
31727033,,1
31728055,,1
31730065,,1
31734837,,1
31736401,,1
31737359,,1
32632929,,1
32634249,,1
32639631,,1
32594553,,1
32598827,,1
32601085,,1
32601151,,1
31739719,,1
31740263,,1
32642483,2015-07-07,1
32821693,,1
32822663,,1
33207541,,1
33207891,,1
32824345,,1
33208037,,1
32824725,,1
33210495,,1
33211271,,1
32829743,,1
33036171,,1
32830763,,1
33212277,,1
33109301,,1
33213267,,1
33038631,,1
33214289,,1
32834989,,1
32836375,,1
32837183,,1
33216003,,1
33216533,,1
33216565,,1
32839179,,1
32576683,,1
32839725,,1
32577343,2015-01-09,1
32581371,,1
32846521,,1
32585661,,1
33038797,,1
33602287,,1
33580311,,1
33114151,,1
30909195,,1
31518637,,1
31519413,,1
31521295,,1
31366109,,1
31368303,2013-10-11,1
31371109,,1
31697977,,1
31697993,,1
31371491,,1
31698915,2013-10-09,1
31700563,,1
31701027,,1
31374325,,1
31374675,,1
31375383,,1
31377117,,1
31379427,,1
31381095,,1
31524707,,1
31528783,,1
31534675,,1
31534757,,1
30910543,,1
30917411,,1
30918729,,1
30919573,,1
30920511,,1
30929027,,1
30929391,,1
30929887,,1
30930395,,1
30930775,,1
30931817,,1
31028171,,1
31029113,,1
31029245,,1
31030759,,1
31034621,,1
31041373,,1
31045729,,1
31046257,,1
31051883,,1
31055051,,1
31721769,,1
31722839,,1
31723833,,1
31724011,,1
31725199,,1
31726867,,1
31728549,,1
33202639,,1
33204123,,1
33207443,,1
32606629,,1
32613063,,1
32614151,,1
32617387,,1
32617403,,1
32620275,,1
32620701,,1
32621249,,1
32625375,,1
32625439,,1
33212439,,1
33212657,,1
33212703,,1
33212755,,1
30936087,,1
30936565,,1
30936633,,1
31385383,,1
31394043,,1
31400839,,1
31402339,,1
31403615,,1
31404735,,1
31404767,,1
31702413,,1
31884803,,1
31887263,,1
33213167,,1
33214091,,1
32631247,,1
32631279,,1
31888201,,1
31892507,,1
31892955,,1
31893299,,1
31897775,,1
31899719,,1
31900049,,1
31365817,,1
31366011,,1
31366491,,1
31368007,,1
31369115,,1
31384309,,1
30742775,,1
31385003,,1
31385399,,1
31388599,,1
30747709,,1
33140537,,1
33121727,,1
33140851,,1
33142335,,1
33123495,,1
33144613,,1
33144909,,1
33146015,,1
32631595,,1
32632451,,1
32649729,,1
32652069,,1
31741601,,1
31744899,,1
32661047,,1
32661113,,1
31745035,,1
31722031,,1
31731419,,1
31722807,,1
31733913,,1
31724953,,1
31726699,,1
31727231,,1
31737989,,1
31727329,,1
31729971,,1
31733055,,1
31741355,,1
31733451,,1
31743929,,1
31735067,,1
31736667,,1
31746271,,1
33129351,,1
33129747,,1
33130091,,1
33130205,,1
33149897,,1
33150219,,1
32259501,,1
32259965,,1
33154397,,1
33136297,,1
32266381,,1
33156111,,1
32271069,,1
33160599,,1
33162417,,1
33162631,,1
33163339,,1
33170055,,1
32364113,,1
33175271,,1
33178569,,1
33178933,,1
33182281,,1
33182629,,1
32368173,,1
33182827,,1
33183077,,1
33186621,,1
33190449,,1
33191703,,1
33192793,,1
33196519,,1
33197561,,1
33199245,,1
33583135,,1
33584669,,1
33585445,,1
33587045,,1
33590691,,1
33590773,,1
33630301,,1
31388635,,1
31393089,,1
31912985,,1
31397263,,1
31397893,,1
31399393,,1
31399889,,1
31738151,2014-10-28,1
31401733,,1
31927111,,1
31750957,,1
31739689,,1
31928133,,1
31753563,,1
31931451,,1
31741933,,1
31933561,,1
31743435,,1
31933827,,1
31743831,,1
31936745,2014-11-24,1
31745597,,1
31939105,,1
31759603,,1
31939735,,1
31747047,,1
31942107,,1
33632053,,1
33633953,,1
33635075,,1
33640187,,1
33634147,,1
33568199,,1
33570047,,1
31747609,,1
33570791,,1
31760807,,1
33635585,,1
31748861,,1
33637945,,1
31760921,,1
33639447,,1
31718201,,1
33639697,,1
33116147,,1
33116877,,1
33116893,,1
33118425,,1
33119169,,1
33054075,,1
33119945,,1
33122599,2013-11-27,1
32236831,,1
33056351,,1
33056617,,1
33125557,,1
32634597,,1
32634909,,1
33641525,,1
33650665,,1
33653139,,1
33603443,,1
33603459,,1
33607157,,1
33657563,,1
31748267,,1
31748943,,1
31752277,,1
32663027,,1
32664559,,1
32665601,,1
32668899,,1
31943447,,1
31944385,2013-04-03,1
31945359,,1
31953695,2015-12-18,1
31413117,,1
31416251,,1
31417125,,1
31417557,,1
31417719,,1
31978441,,1
33200893,,1
33202493,,1
33203185,,1
33203779,,1
33204207,,1
33141445,,1
33143409,,1
33147171,,1
33147353,,1
32380563,,1
33211155,,1
33213151,,1
33214735,,1
32380897,,1
32382017,,1
32382991,,1
35723729,,1
37591265,,1
35720693,,1
37550805,,1
35722589,,1
37551483,,1
37286691,,1
36170167,,1
36170481,,1
37287997,,1
37552619,,1
37552671,,1
36187281,,1
37289909,,1
37290003,,1
34536007,,1
37293737,,1
37294343,,1
37295437,,1
37567969,,1
37296193,,1
37554187,,1
37296657,,1
37568511,,1
37297647,,1
37570505,,1
37299429,,1
37556417,,1
37301295,,1
37557953,,1
37303587,,1
37570819,,1
37304015,,1
37571845,,1
37305385,,1
37305817,,1
37559221,,1
37308553,,1
37559835,,1
37574071,,1
37308585,,1
37561633,,1
37576117,,1
37309627,,1
37310861,,1
37564535,,1
37566911,,1
37312247,,1
37313039,,1
37313105,,1
37313767,,1
37306755,,1
37308121,,1
37308455,,1
37309975,,1
37310515,,1
37312033,,1
37315879,,1
37318021,,1
37320053,,1
37322361,,1
37323537,,1
37323601,,1
37324393,,1
37314341,,1
37314705,,1
37316025,,1
37317067,,1
37319775,,1
37335563,,1
37335679,,1
37336091,,1
37323319,,1
37324955,,1
37325961,,1
37326093,,1
37326899,,1
37328567,,1
37328717,,1
37329145,,1
37332113,,1
37332525,,1
37332989,,1
37333255,,1
37333453,,1
37333485,,1
37333915,,1
37289513,,1
37289843,,1
37291111,,1
36210757,,1
35916727,,1
36215775,,1
37292629,,1
37293869,,1
37294427,,1
37295979,,1
37296323,,1
37296439,,1
37296771,,1
37297135,,1
37299461,,1
37299907,,1
37301955,,1
37302415,,1
37302827,,1
37334871,,1
37336355,,1
37336569,,1
37337497,,1
37305401,,1
37307099,,1
37307995,,1
37309907,,1
37311095,,1
37311557,,1
37312429,,1
37314195,,1
37314971,,1
37318073,,1
37320001,,1
37321209,,1
37324987,,1
37326223,,1
37326801,,1
37327249,,1
37328255,,1
37329015,,1
37330561,,1
37331305,,1
37332791,,1
37294015,,1
37296095,,1
37297481,,1
37298653,,1
37298751,,1
37336387,,1
37338879,,1
37299825,,1
37341175,,1
37341619,,1
37342063,,1
37300299,,1
37300399,,1
37301143,,1
37301243,,1
37303191,,1
37303837,,1
37304875,,1
37305187,,1
37306059,,1
37308205,,1
37308355,,1
37312595,,1
37315383,,1
37315435,,1
37317181,,1
35918245,,1
35905395,,1
35906547,,1
35907689,2013-11-14,1
35919749,,1
35920703,,1
35912273,,1
35912669,,1
35913179,,1
35913527,,1
35922419,,1
36224551,,1
35914879,,1
36228497,,1
36228559,,1
35918145,,1
35919103,,1
37578525,,1
37568939,,1
37572949,,1
37317645,,1
37573065,,1
37317895,,1
37575111,,1
37318947,,1
37575575,,1
37319625,,1
37320099,,1
37576613,,1
37539785,,1
37540047,,1
37322793,,1
37540311,,1
37540775,,1
37323105,,1
37540989,,1
37325335,,1
37325367,,1
37541931,2014-02-03,1
37325763,,1
37541947,,1
37327545,,1
37328979,,1
37330315,,1
37542095,,1
37331457,2013-10-19,1
37542475,,1
37332395,,1
37334339,,1
37339111,,1
37543481,,1
37344141,,1
37543897,,1
37346371,,1
37544867,,1
37506933,,1
37507033,,1
37552223,,1
37545179,,1
37507627,,1
37545809,,1
37508335,,1
37577373,,1
37513269,,1
37578015,,1
37517063,,1
37580719,,1
37581381,,1
37517593,,1
37588311,,1
37589551,,1
37518053,,1
37546383,,1
37518135,,1
37518151,,1
37518797,,1
37546399,,1
37519589,,1
37519953,,1
37589849,,1
37547045,,1
37520877,,1
37590305,,1
37591051,,1
37547409,,1
37521289,,1
37591415,,1
37524041,,1
37524191,,1
37524389,,1
37591843,,1
37531849,,1
37548895,,1
37532293,,1
37534157,,1
37539373,,1
37549899,,1
37539885,,1
37549983,,1
37540625,,1
37541499,,1
37543713,,1
37552123,,1
37545445,,1
37552967,,1
37552389,,1
37593921,,1
37553165,,1
37594381,,1
37553315,,1
37555229,,1
37553529,,1
37557375,,1
37554635,,1
37558049,,1
37559585,,1
37556267,,1
37559637,,1
37556647,,1
37561763,,1
37501983,,1
37562041,,1
37509425,,1
37512295,,1
37565891,,1
37565957,,1
37569387,,1
37571053,,1
37552519,,1
37552587,,1
37552801,,1
37553743,,1
37554057,,1
37554369,,1
37554833,2013-07-25,1
37558131,,1
36234071,,1
35923611,,1
36234467,,1
35920141,,1
35925013,,1
35920589,,1
35925097,,1
36238509,,1
35922221,,1
35926463,,1
36239535,,1
35928129,,1
35924019,,1
36241135,,1
35930935,,1
35924071,,1
35973391,,1
35924815,,1
31884141,,1
32830169,,1
37512971,,1
37514291,,1
37515035,,1
37521221,,1
37523383,,1
37524519,,1
37527707,,1
37528813,,1
37533183,,1
37535445,,1
37536269,,1
37536435,,1
37537889,,1
37538463,,1
37541369,,1
37543069,,1
37543465,,1
37576431,,1
37543663,,1
37577291,,1
37559257,,1
37547243,,1
37577853,,1
37548331,,1
37560675,,1
37551633,,1
37578875,2013-08-23,1
37552555,,1
37579203,,1
37552899,,1
37553067,,1
37554073,,1
37581235,,1
37554781,,1
37581365,,1
37554817,,1
37582303,,1
37555495,,1
37583397,,1
37555641,,1
37558809,,1
37583841,,1
37559173,,1
37586545,,1
37559553,,1
37587951,,1
37561101,2013-12-04,1
37590389,,1
37561185,,1
37591743,,1
37561779,,1
37565145,,1
37567141,,1
37568809,,1
37569105,,1
37562009,,1
37562275,,1
37562983,,1
37564369,,1
37569189,,1
37569273,,1
37564385,,1
37569419,,1
37517079,,1
37573231,,1
37517609,,1
37577737,,1
37520215,,1
37579369,,1
37521355,,1
37579583,,1
37776577,,1
37522211,,1
37779713,,1
37522789,,1
37744961,,1
37523351,,1
37748297,,1
37748327,,1
37523779,,1
37748343,,1
37525133,2013-07-11,1
37749765,,1
37525843,,1
37750123,,1
37528317,,1
37750885,2013-10-11,1
37529573,,1
37751431,,1
37530327,2013-05-31,1
37752057,,1
37530989,,1
37531385,,1
37752551,,1
37531865,,1
37754151,,1
37532209,,1
37754679,,1
37533099,,1
37754797,,1
37535065,,1
37755027,,1
37537325,,1
37755125,,1
37542855,,1
37545361,,1
37755407,,1
37755953,,1
37546581,,1
37756231,,1
37549473,,1
37756543,,1
37550227,,1
37551055,,1
37756939,,1
37757637,,1
37551779,,1
37757783,,1
37554401,,1
37759945,,1
37761859,,1
37762301,,1
37763327,,1
37763395,,1
37767039,,1
37772335,,1
37741481,,1
37742023,,1
37773919,,1
37774743,,1
37774759,,1
32833207,,1
32833503,,1
32833885,,1
32837135,,1
31888087,,1
31889295,,1
31894275,,1
31896915,,1
31899491,,1
31901455,2013-02-22,1
31902607,,1
31903399,,1
31907245,,1
31907541,,1
32815273,,1
32815851,2013-12-06,1
32816889,,1
37555791,,1
37558841,,1
37781049,,1
37560211,,1
37782003,,1
37561019,,1
37565739,,1
37783493,,1
37572455,,1
37783873,,1
37785107,,1
37524619,,1
37786129,,1
37526947,2013-06-13,1
37748113,,1
37527113,,1
37531947,,1
37532423,,1
37748593,,1
37523565,,1
37791359,,1
37533449,,1
37533515,2013-06-06,1
37753197,,1
37757537,,1
37523997,,1
37757585,,1
37536649,,1
37758143,,1
37538363,,1
37539291,,1
37540791,,1
37541651,,1
37542241,,1
